iata,name,latitude_deg,longitude_deg,continent,iso_country,municipality,timezone,icao_code,gps_code
MPV,Edward F Knapp State Airport,44.20349884,-72.56230164,NA,US,Barre/Montpelier,America/New_York,KMPV,KMPV
MPW,Mariupol International Airport,47.07609939575195,37.44960021972656,EU,UA,Mariupol,Europe/Kyiv,UKCM,UKCM
MQF,Magnitogorsk International Airport,53.39310073852539,58.755699157714844,EU,RU,Magnitogorsk,Asia/Yekaterinburg,USCM,USCM
MQH,Minaçu Airport,-13.5491,-48.195301,SA,BR,Minaçu,America/Sao_Paulo,,SWIQ
MQJ,Moma Airport,66.450861,143.261551,AS,RU,Khonuu,Asia/Magadan,UEMA,UEMA
MQL,Mildura Airport,-34.229198455799995,142.085998535,OC,AU,Mildura,Australia/Melbourne,YMIA,YMIA
MQM,Mardin Airport,37.223300933800004,40.6316986084,AS,TR,Mardin,Europe/Istanbul,LTCR,LTCR
MQN,"Mo i Rana Airport, Røssvoll",66.363899230957,14.301400184631,EU,NO,Mo i Rana,Europe/Oslo,ENRA,ENRA
MQP,Kruger Mpumalanga International Airport,-25.3831996918,31.1056003571,AF,ZA,Mpumalanga,Africa/Johannesburg,FAKN,FAKN
MQQ,Moundou Airport,8.628503,16.074241,AF,TD,Moundou,Africa/Ndjamena,FTTD,FTTD
MQS,Mustique Airport,12.8879,-61.180199,NA,VC,Lovell,America/St_Vincent,TVSM,TVSM
MQT,Marquette/Sawyer International Airport,46.3536,-87.395401,NA,US,Gwinn,America/Detroit,KSAW,KSAW
MQU,Mariquita Airport,5.21256,-74.8836,SA,CO,Mariquita,America/Bogota,SKQU,SKQU
MQX,Alula Aba Nega Airport,13.4674,39.533501,AF,ET,Mekele,Africa/Addis_Ababa,HAMK,HAMK
MQY,Smyrna Airport,36.0089988708,-86.5201034546,NA,US,Smyrna,America/Chicago,KMQY,KMQY
MRB,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,NA,US,Martinsburg,America/New_York,KMRB,KMRB
MRD,Alberto Carnevalli Airport,8.582078,-71.161041,SA,VE,Mérida,America/Caracas,SVMD,SVMD
MRE,Mara Serena Lodge Airstrip,-1.406111,35.008057,AF,KE,Masai Mara,Africa/Nairobi,HKMS,HKMS
MRG,Mareeba Airport,-17.070277,145.424228,OC,AU,Mareeba,Australia/Brisbane,YMBA,YMBA
MRI,Merrill Field,61.212792,-149.843988,NA,US,Anchorage,America/Anchorage,PAMR,PAMR
MRO,Hood Airport,-40.974634,175.63454,OC,NZ,Masterton,Pacific/Auckland,NZMS,NZMS
MRQ,Marinduque Airport,13.361000061035156,121.82599639892578,AS,PH,Gasan,Asia/Manila,RPUW,RPUW
MRR,Jose Maria Velasco Ibarra Airport,-4.37823009491,-79.94100189210002,SA,EC,Macará,America/Guayaquil,SEMA,SEMA
MRS,Marseille Provence Airport,43.438088,5.2125,EU,FR,"Marignane, Bouches-du-Rhône",Europe/Paris,LFML,LFML
MRU,Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,AF,MU,Plaine Magnien,Indian/Mauritius,FIMP,FIMP
MRV,Mineralnyye Vody Airport,44.225101470947266,43.08190155029297,EU,RU,Mineralnyye Vody,Europe/Moscow,URMM,URMM
MRW,Lolland Falster Maribo Airport,54.699447,11.438163,EU,DK,Rødby,Europe/Copenhagen,EKMB,EKMB
MRX,Mahshahr Airport,30.5562,49.151901,AS,IR,Mahshahr,Asia/Tehran,OIAM,OIAM
MRY,Monterey Peninsula Airport,36.58700180053711,-121.84300231933594,NA,US,Monterey,America/Los_Angeles,KMRY,KMRY
MRZ,Moree Airport,-29.498899459799997,149.845001221,OC,AU,Moree,Australia/Sydney,YMOR,YMOR
MSH,RAFO Masirah,20.6754,58.890499,AS,OM,Masirah,Asia/Muscat,OOMA,OOMA
MSJ,Misawa Airport / Misawa Air Base,40.703201,141.367996,AS,JP,Misawa,Asia/Tokyo,RJSM,RJSM
MSL,Northwest Alabama Regional Airport,34.745123,-87.612981,NA,US,Muscle Shoals,America/Chicago,KMSL,KMSL
MSN,Dane County Regional Truax Field,43.1399,-89.337502,NA,US,Madison,America/Chicago,KMSN,KMSN
MSO,Missoula International Airport,46.91630173,-114.0910034,NA,US,Missoula,America/Denver,KMSO,KMSO
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.880081,-93.221741,NA,US,Minneapolis,America/Chicago,KMSP,KMSP
MSQ,Minsk National Airport,53.888071,28.039964,EU,BY,Minsk,Europe/Minsk,UMMS,UMMS
MSR,Muş Airport,38.747798919677734,41.66120147705078,AS,TR,Muş,Europe/Istanbul,LTCK,LTCK
MSS,Massena International Airport Richards Field,44.936157,-74.844304,NA,US,Massena,America/New_York,KMSS,KMSS
MST,Maastricht Aachen Airport,50.911701,5.77014,EU,NL,Maastricht,Europe/Amsterdam,EHBK,EHBK
MSU,Moshoeshoe I International Airport,-29.462299,27.5525,AF,LS,Mazenod,Africa/Maseru,FXMM,FXMM
MSW,Massawa International Airport,15.67,39.370098,AF,ER,Massawa,Africa/Asmara,HHMS,HHMS
MSY,Louis Armstrong New Orleans International Airport,29.993401,-90.258003,NA,US,New Orleans,America/Chicago,KMSY,KMSY
MSZ,Welwitschia Mirabilis International Airport,-15.2612,12.1468,AF,AO,Moçâmedes,Africa/Luanda,FNMO,FNMO
MTC,Selfridge Air National Guard Base Airport,42.613463,-82.836919,NA,US,Mount Clemens,America/Detroit,KMTC,KMTC
MTH,The Florida Keys Marathon Airport,24.726101,-81.051399,NA,US,Marathon,America/New_York,KMTH,KMTH
MTJ,Montrose Regional Airport,38.5098,-107.893997,NA,US,Montrose,America/Denver,KMTJ,KMTJ
MTN,Martin State Airport,39.325699,-76.413803,NA,US,Baltimore,America/New_York,KMTN,KMTN
MTR,Los Garzones Airport,8.82374,-75.8258,SA,CO,Montería,America/Bogota,SKMR,SKMR
MTS,Matsapha Airport,-26.528999,31.307501,AF,SZ,Manzini,Africa/Mbabane,FDMS,FDMS
MTT,Minatitlán/Coatzacoalcos International Airport,18.103399,-94.580704,NA,MX,Cosoleacaque,America/Mexico_City,MMMT,MMMT
MTY,Monterrey International Airport,25.778521,-100.106989,NA,MX,Monterrey,America/Monterrey,MMMY,MMMY
MTZ,Bar Yehuda Airfield,31.328199,35.388599,AS,IL,Masada,Asia/Jerusalem,LLMZ,LLMZ
MUA,Munda Airport,-8.32797,157.263,OC,SB,Munda,Pacific/Guadalcanal,AGGM,AGGM
MUB,Maun Airport,-19.970491,23.431409,AF,BW,Maun,Africa/Gaborone,FBMN,FBMN
MUC,Munich Airport,48.353802,11.7861,EU,DE,Munich,Europe/Berlin,EDDM,EDDM
MUD,Mueda Airport,-11.6729,39.563099,AF,MZ,Mueda,Africa/Maputo,FQMD,FQMD
MUE,Waimea Kohala Airport,20.001301,-155.667999,OC,US,Waimea (Kamuela),Pacific/Honolulu,PHMU,PHMU
MUH,Marsa Matruh International Airport,31.325464,27.221716,AF,EG,Marsa Matruh,Africa/Cairo,HEMM,HEMM
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,40.435214,-76.568661,NA,US,Fort Indiantown Gap(Annville),America/New_York,KMUI,KMUI
MUN,José Tadeo Monagas International Airport,9.749023,-63.153348,SA,VE,Maturín,America/Caracas,SVMT,SVMT
MUO,Mountain Home Air Force Base,43.043598,-115.872002,NA,US,Mountain Home,America/Boise,KMUO,KMUO
MUR,Marudi Airport,4.178734,114.330318,AS,MY,Marudi,Asia/Kuching,WBGM,WBGM
MUW,Ghriss Airport,35.207699,0.147142,AF,DZ,Ghriss,Africa/Algiers,DAOV,DAOV
MUX,Multan International Airport,30.20319938659668,71.41909790039062,AS,PK,Multan,Asia/Karachi,OPMT,OPMT
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.6561599969863892,13.437999725341797,AF,GA,Franceville,Africa/Libreville,FOON,FOON
MVD,Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,SA,UY,Ciudad de la Costa,America/Montevideo,SUMU,SUMU
MVF,Dix-Sept Rosado Airport,-5.20192,-37.3643,SA,BR,Mossoró,America/Fortaleza,SBMS,SBMS
MVP,Fabio Alberto Leon Bentley Airport,1.25366,-70.2339,SA,CO,Mitú,America/Bogota,SKMU,SKMU
MVQ,Mogilev Airport,53.954898834228516,30.09510040283203,EU,BY,Mogilev,Europe/Minsk,UMOO,UMOO
MVR,Salak Airport,10.451399803161621,14.257399559020996,AF,CM,Maroua,Africa/Douala,FKKL,FKKL
MVT,Mataiva Airport,-14.8681001663208,-148.7169952392578,OC,PF,,Pacific/Tahiti,NTGV,NTGV
MVZ,Masvingo International Airport,-20.0553,30.8591,AF,ZW,Masvingo,Africa/Harare,FVMV,FVMV
MWA,Veterans Airport of Southern Illinois,37.751208,-89.016568,NA,US,Marion,America/Chicago,KMWA,KMWA
MWD,Mianwali Air Base,32.5630989074707,71.5707015991211,AS,PK,Mianwali,Asia/Karachi,OPMI,OPMI
MWE,Merowe Airport,18.443333,31.843333,AF,SD,Merowe,Africa/Khartoum,HSMN,HSMN
MWH,Grant County International Airport,47.20769882,-119.3199997,NA,US,Moses Lake,America/Los_Angeles,KMWH,KMWH
MWX,Muan International Airport,34.991406,126.382814,AS,KR,Muan (Piseo-ri),Asia/Seoul,RKJB,RKJB
MWZ,Mwanza Airport,-2.4444899559020996,32.932701110839844,AF,TZ,Mwanza,Africa/Dar_es_Salaam,HTMW,HTMW
MXF,Maxwell Air Force Base,32.3829,-86.365799,NA,US,Montgomery,America/Chicago,KMXF,KMXF
MXI,Mati National Airport,6.949091,126.27368,AS,PH,Mati,Asia/Manila,RPMQ,RPMQ
MXJ,Minna Airport,9.652170181274414,6.462259769439697,AF,NG,Minna,Africa/Lagos,DNMN,DNMN
MXL,General Rodolfo Sánchez Taboada International Airport,32.630629,-115.242805,NA,MX,Mexicali,America/Tijuana,MMML,MMML
MXM,Morombe Airport,-21.753837,43.374753,AF,MG,Morombe,Indian/Antananarivo,FMSR,FMSR
MXN,Morlaix-Ploujean Airport,48.6031990051,-3.81577992439,EU,FR,Morlaix/Ploujean,Europe/Paris,LFRU,LFRU
MXP,Milan Malpensa International Airport,45.6306,8.72811,EU,IT,Ferno (VA),Europe/Rome,LIMC,LIMC
MXV,Mörön Airport,49.663299560546875,100.0989990234375,AS,MN,Mörön,Asia/Ulaanbaatar,ZMMN,ZMMN
MXX,Mora Airport,60.957901,14.5114,EU,SE,Mora,Europe/Stockholm,ESKM,ESKM
MYA,Moruya Airport,-35.8978004456,150.143997192,OC,AU,Moruya,Australia/Sydney,YMRY,YMRY
MYC,Escuela Mariscal Sucre Airport,10.249978,-67.649422,SA,VE,Maracay,America/Caracas,SVBS,SVBS
MYD,Malindi Airport,-3.2293100357055664,40.10169982910156,AF,KE,Malindi,Africa/Nairobi,HKML,HKML
MYE,Miyakejima Airport,34.073600769,139.559997559,AS,JP,Miyakejima,Asia/Tokyo,RJTQ,RJTQ
MYG,Mayaguana Airport,22.379499,-73.013494,NA,BS,Abraham Bay Settlement,America/Nassau,MYMM,MYMM
MYJ,Matsuyama Airport,33.82720184326172,132.6999969482422,AS,JP,Matsuyama,Asia/Tokyo,RJOM,RJOM
MYL,McCall Municipal Airport,44.888837,-116.101112,NA,US,McCall,America/Boise,KMYL,KMYL
MYP,Mary International Airport,37.62353,61.895668,AS,TM,Mary,Asia/Ashgabat,UTAM,UTAM
MYR,Myrtle Beach International Airport,33.679699,-78.928299,NA,US,Myrtle Beach,America/New_York,KMYR,KMYR
MYT,Myitkyina Airport,25.3836,97.351898,AS,MM,Myitkyina,Asia/Yangon,VYMK,VYMK
MYU,Mekoryuk Airport,60.372338,-166.269751,NA,US,Mekoryuk,America/Nome,PAMY,PAMY
MYV,Yuba County Airport,39.09780121,-121.5699997,NA,US,Marysville,America/Los_Angeles,KMYV,KMYV
MYW,Mtwara Airport,-10.336204,40.181997,AF,TZ,Mtwara,Africa/Dar_es_Salaam,HTMT,HTMT
MYY,Miri Airport,4.32201,113.987,AS,MY,Miri,Asia/Kuching,WBGR,WBGR
MZB,Mocímboa da Praia Airport,-11.3618,40.3549,AF,MZ,Mocímboa da Praia,Africa/Maputo,FQMP,FQMP
MZG,Penghu Magong Airport,23.568701,119.627998,AS,TW,Huxi,Asia/Taipei,RCQC,RCQC
MZI,Mopti Ambodédjo International Airport,14.5128,-4.07956,AF,ML,Sévaré,Africa/Bamako,GAMB,GAMB
MZL,La Nubia Airport,5.0296,-75.4647,SA,CO,Manizales,America/Bogota,SKMZ,SKMZ
MZO,Sierra Maestra International Airport,20.288605,-77.087545,NA,CU,Manzanillo,America/Havana,MUMZ,MUMZ
MZQ,Mkuze Airport,-27.626100540161133,32.0443000793457,AF,ZA,Mkuze,Africa/Johannesburg,FAMU,FAMU
MZR,Mazar-i-Sharif International Airport,36.706902,67.209702,AS,AF,Mazar-i-Sharif,Asia/Kabul,OAMS,OAMS
MZS,Moradabad Airport,28.81746,78.92187,AS,IN,Moradabad,Asia/Kolkata,,VIMB
MZT,General Rafael Buelna International Airport,23.161474,-106.264572,NA,MX,Mazatlàn,America/Mazatlan,MMMZ,MMMZ
MZU,Muzaffarpur Airport,26.119101,85.313698,AS,IN,Muzaffarpur,Asia/Kolkata,VEMZ,VEMZ
MZV,Mulu Airport,4.048329830169678,114.80500030517578,AS,MY,Mulu,Asia/Kuching,WBMU,WBMU
MZW,Mecheria Airport,33.535900116,-0.242353007197,AF,DZ,Mecheria,Africa/Algiers,DAAY,DAAY
NAA,Narrabri Airport,-30.3192005157,149.82699585,OC,AU,Narrabri,Australia/Sydney,YNBR,YNBR
NAG,Dr. Babasaheb Ambedkar International Airport,21.092199,79.047203,AS,IN,Nagpur,Asia/Kolkata,VANP,VANP
NAH,Naha Airport,3.68478,125.527162,AS,ID,"Tabukan Utara, Sangihe Islands",Asia/Makassar,WAMH,WAMH
NAJ,Nakhchivan Airport,39.18880081176758,45.45840072631836,AS,AZ,Nakhchivan,Asia/Baku,UBBN,UBBN
NAK,Nakhon Ratchasima Airport,14.9495,102.313004,AS,TH,Chaloem Phra Kiat,Asia/Bangkok,VTUQ,VTUQ
NAL,Nalchik Airport,43.512901306152344,43.636600494384766,EU,RU,Nalchik,Europe/Moscow,URMN,URMN
NAM,Namniwel Airport,-3.143159,126.976469,AS,ID,Namniwel,Asia/Jayapura,WAPN,WAPN
NAN,Nadi International Airport,-17.755399703979492,177.4429931640625,OC,FJ,Nadi,Pacific/Fiji,NFFN,NFFN
NAP,Naples International Airport,40.886002,14.2908,EU,IT,Napoli,Europe/Rome,LIRN,LIRN
NAS,Lynden Pindling International Airport,25.039,-77.466202,NA,BS,Nassau,America/Nassau,MYNN,MYNN
NAT,São Gonçalo do Amarante - Governador Aluízio Alves International Airport,-5.769804,-35.366578,SA,BR,Natal,America/Recife,,SBSG
NAW,Narathiwat Airport,6.5199198722839355,101.74299621582031,AS,TH,,Asia/Bangkok,VTSC,VTSC
NAY,Beijing Nanjiao Airport,39.48595,116.37236,AS,CN,Beijing,Asia/Shanghai,,ZBNY
NBC,Begishevo Airport,55.564701,52.092499,AS,RU,Nizhnekamsk,Europe/Moscow,UWKE,UWKE
NBE,Enfidha - Hammamet International Airport,36.075833,10.438611,AF,TN,Enfidha,Africa/Tunis,DTNH,DTNH
NBG,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,NA,US,New Orleans,America/Chicago,KNBG,KNBG
NBJ,Dr. Antonio Agostinho Neto International Airport,-9.050734,13.499078,AF,AO,Luanda (Ícolo e Bengo),Africa/Luanda,FNBJ,FNBJ
NBO,Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,AF,KE,Nairobi,Africa/Nairobi,HKJK,HKJK
NBS,Changbaishan Airport,42.066944,127.602222,AS,CN,Baishan,Asia/Shanghai,ZYBS,ZYBS
NBW,Leeward Point Field,19.9065,-75.2071,NA,CU,Guantanamo Bay Naval Station,America/Havana,MUGM,MUGM
NBX,Douw Aturure Airport,-3.397973,135.393071,OC,ID,Nabire,Asia/Jayapura,WABI,WABI
NCA,North Caicos Airport,21.916094,-71.942954,NA,TC,North Caicos,America/Grand_Turk,MBNC,MBNC
NCE,Nice-Côte d'Azur Airport,43.658401,7.21587,EU,FR,"Nice, Alpes-Maritimes",Europe/Paris,LFMN,LFMN
NCL,Newcastle International Airport,55.037958,-1.689577,EU,GB,"Newcastle upon Tyne, Tyne and Wear",Europe/London,EGNT,EGNT
NCO,Quonset State Airport,41.597099304199,-71.412101745605,NA,US,North Kingstown,America/New_York,KOQU,KOQU
NCS,Newcastle Airport,-27.7705993652,29.976900100699996,AF,ZA,Newcastle,Africa/Johannesburg,FANC,FANC
NCU,Nukus Airport,42.4884,59.623299,AS,UZ,Nukus,Asia/Samarkand,UZNN,UTNN
NCY,Annecy Meythet airport,45.928947,6.0987,EU,FR,Annecy,Europe/Paris,LFLP,LFLP
NDB,Nouadhibou International Airport,20.9330997467041,-17.030000686645508,AF,MR,Nouadhibou,Africa/Nouakchott,GQPP,GQPP
NDC,Nanded Airport,19.1833,77.316704,AS,IN,Nanded,Asia/Kolkata,,VOND
NDD,Sumbe Airport,-11.1679,13.8475,AF,AO,Sumbe,Africa/Luanda,FNSU,FNSU
NDG,Qiqihar Sanjiazi Airport,47.239601135253906,123.91799926757812,AS,CN,Qiqihar,Asia/Shanghai,ZYQQ,ZYQQ
NDJ,N'Djamena International Airport,12.1337,15.034,AF,TD,N'Djamena,Africa/Ndjamena,FTTJ,FTTJ
NDR,Nador Al Aaroui International Airport,34.9888,-3.02821,AF,MA,Al Aaroui,Africa/Casablanca,GMMW,GMMW
NDU,Rundu Airport,-17.956499099731,19.719400405884,AF,NA,Rundu,Africa/Windhoek,FYRU,FYRU
NEC,Necochea Airport,-38.490746,-58.816337,SA,AR,Necochea,America/Argentina/Buenos_Aires,SAZO,SAZO
NEL,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,NA,US,Lakehurst,America/New_York,KNEL,KNEL
NER,Chulman Airport,56.913898468018,124.91400146484,AS,RU,Neryungri,Asia/Yakutsk,UELL,UELL
NEU,Sam Neua Airport,20.4184,104.067001,AS,LA,,Asia/Vientiane,VLSN,VLSN
NEV,Vance W. Amory International Airport,17.205699920654297,-62.589900970458984,NA,KN,Charlestown,America/St_Kitts,TKPN,TKPN
NEW,Lakefront Airport,30.042400360107,-90.028297424316,NA,US,New Orleans,America/Chicago,KNEW,KNEW
NFG,Nefteyugansk Airport,61.108299,72.650002,AS,RU,Nefteyugansk,Asia/Yekaterinburg,USRN,USRN
NFL,Fallon Naval Air Station,39.41659927,-118.7009964,NA,US,Fallon,America/Los_Angeles,KNFL,KNFL
NGA,Young Airport,-34.255576,148.247118,OC,AU,,Australia/Sydney,YYNG,YYNG
NGB,Ningbo Lishe International Airport,29.82670021057129,121.46199798583984,AS,CN,Ningbo,Asia/Shanghai,ZSNB,ZSNB
NGE,N'Gaoundéré Airport,7.3570098876953125,13.559200286865234,AF,CM,N'Gaoundéré,Africa/Douala,FKKN,FKKN
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.4505,-157.768005,OC,US,Kaneohe,Pacific/Honolulu,PHNG,PHNG
NGO,Chubu Centrair International Airport,34.858398,136.804993,AS,JP,Tokoname,Asia/Tokyo,RJGG,RJGG
NGP,Naval Air Station Corpus Christi Truax Field,27.6926,-97.2911,NA,US,Corpus Christi,America/Chicago,KNGP,KNGP
NGQ,Ngari Gunsa Airport,32.09794,80.053971,AS,CN,Shiquanhe,Asia/Shanghai,ZUAL,ZUAL
NGS,Nagasaki Airport,32.916901,129.914001,AS,JP,Nagasaki,Asia/Tokyo,RJFU,RJFU
NGU,Norfolk Naval Station (Chambers Field),36.937599,-76.289299,NA,US,Norfolk,America/New_York,KNGU,KNGU
NHD,Al Minhad Air Base,25.0268001556,55.3661994934,AS,AE,Dubai,Asia/Dubai,OMDM,OMDM
NHK,Patuxent River Naval Air Station (Trapnell Field),38.285999,-76.411797,NA,US,Patuxent River,America/New_York,KNHK,KNHK
NHT,RAF Northolt,51.553001,-0.418167,EU,GB,London,Europe/London,EGWU,EGWU
NHV,Nuku Hiva Airport,-8.7956,-140.229004,OC,PF,Nuku Hiva,Pacific/Marquesas,NTMD,NTMD
NHZ,Brunswick Executive Airport,43.89220047,-69.93859863,NA,US,Brunswick,America/New_York,KBXM,KBXM
NIM,Diori Hamani International Airport,13.4815,2.18361,AF,NE,Niamey,Africa/Niamey,DRRN,DRRN
NIP,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603,NA,US,Jacksonville,America/New_York,KNIP,KNIP
NIT,Niort - Marais Poitevin Airport,46.313477,-0.394529,EU,FR,Niort/Souché,Europe/Paris,LFBN,LFBN
NJA,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,35.454601,139.449997,AS,JP,Ayase / Yamato,Asia/Tokyo,RJTA,RJTA
NJC,Nizhnevartovsk Airport,60.949299,76.483597,AS,RU,Nizhnevartovsk,Asia/Yekaterinburg,USNN,USNN
NJF,Al Najaf International Airport,31.989853,44.404317,AS,IQ,Najaf,Asia/Baghdad,ORNI,ORNI
NJK,El Centro NAF Airport (Vraciu Field),32.829201,-115.671996,NA,US,El Centro,America/Los_Angeles,KNJK,KNJK
NKC,Nouakchott–Oumtounsy International Airport,18.31,-15.969722,AF,MR,Nouakchott,Africa/Nouakchott,GQNO,GQNO
NKG,Nanjing Lukou International Airport,31.735032,118.865949,AS,CN,Nanjing,Asia/Shanghai,ZSNJ,ZSNJ
NKM,Nagoya Airport / JASDF Komaki Air Base,35.255759,136.924095,AS,JP,Nagoya,Asia/Tokyo,RJNA,RJNA
NKT,Şırnak Şerafettin Elçi Airport,37.3647,42.0582,AS,TR,Şırnak,Europe/Istanbul,LTCV,LTCV
NKW,Diego Garcia Naval Support Facility,-7.31327,72.411102,AS,IO,Diego Garcia,Indian/Chagos,,FJDG
NKX,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,NA,US,San Diego,America/Los_Angeles,KNKX,KNKX
NLA,Simon Mwansa Kapwepwe International Airport,-12.961667,28.516667,AF,ZM,Ndola,Africa/Lusaka,FLSK,FLSK
NLC,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035,NA,US,Lemoore,America/Los_Angeles,KNLC,KNLC
NLD,Quetzalcóatl International Airport,27.443899,-99.570503,NA,MX,Nuevo Laredo,America/Matamoros,MMNL,MMNL
NLH,Ninglang Luguhu Airport,27.5403,100.7593,AS,CN,Ninglang,Asia/Shanghai,ZPNL,ZPNL
NLI,Nikolayevsk-na-Amure Airport,53.154999,140.649994,AS,RU,Nikolayevsk-na-Amure Airport,Asia/Vladivostok,UHNN,UHNN
NLK,Norfolk Island International Airport,-29.041887,167.939616,OC,NF,Burnt Pine,Pacific/Norfolk,YSNF,YSNF
NLO,Ndolo Airport,-4.32666015625,15.327500343323,AF,CD,N'dolo,Africa/Kinshasa,FZAB,FZAB
NLT,Xinyuan Nalati Airport,43.4318,83.3786,AS,CN,Xinyuan,Asia/Urumqi,ZWNL,ZWNL
NLU,General Felipe Ángeles International Airport,19.7357,-99.0257,NA,MX,Mexico City,America/Mexico_City,MMSM,MMSM
NLV,Mykolaiv International Airport,47.057899,31.9198,EU,UA,Nikolayev,Europe/Kyiv,UKON,UKON
NMB,Daman Airport,20.434401,72.843201,AS,IN,Daman,Asia/Kolkata,VADN,VADN
NMC,Normans Cay Airport,24.594299,-76.820198,NA,BS,Normans Cay,America/Nassau,MYEN,MYEN
NMF,Maafaru International Airport,5.818394,73.469181,AS,MV,Noonu Atoll,Indian/Maldives,,VRDA
NMI,Navi Mumbai International Airport,18.984597,73.065253,AS,IN,Navi Mumbai,Asia/Kolkata,VANM,
NMS,Namsang Airport,20.890499114990234,97.73590087890625,AS,MM,Namsang,Asia/Yangon,VYNS,VYNS
NNA,Kenitra Air Base,34.298901,-6.59588,AF,MA,Kenitra,Africa/Casablanca,,GMMP
NNG,Nanning Wuxu Airport,22.608544,108.175335,AS,CN,Nanning (Jiangnan),Asia/Shanghai,ZGNN,ZGNN
NNM,Naryan Mar Airport,67.639999,53.121899,EU,RU,Naryan Mar,Europe/Moscow,ULAM,ULAM
NNT,Nan Airport,18.807899475097656,100.78299713134766,AS,TH,,Asia/Bangkok,VTCN,VTCN
NOA,Naval Air Station Nowra - HMAS Albatross,-34.9466,150.542451,OC,AU,Nowra Hill,Australia/Sydney,YSNW,YSNW
NOB,Nosara Airport,9.976490020750001,-85.65299987790002,NA,CR,Nicoya,America/Costa_Rica,MRNS,MRNS
NOC,Ireland West Knock Airport,53.910301,-8.81849,EU,IE,Charlestown,Europe/Dublin,EIKN,EIKN
NOI,Krymsk Air Base,44.962905,37.999071,EU,RU,Krymsk,Europe/Moscow,,
NOJ,Noyabrsk Airport,63.18330001831055,75.2699966430664,AS,RU,Noyabrsk,Asia/Yekaterinburg,USRO,USRO
NOP,Sinop Airport,42.018313,35.071774,AS,TR,Sinop,Europe/Istanbul,LTCM,LTCM
NOS,Fascene Airport,-13.3121,48.3148,AF,MG,Nosy Be,Indian/Antananarivo,FMNN,FMNN
NOU,La Tontouta International Airport,-22.014601,166.212997,OC,NC,Nouméa (La Tontouta),Pacific/Noumea,NWWW,NWWW
NOV,Albano Machado Airport,-12.8089,15.7605,AF,AO,Huambo,Africa/Luanda,FNHU,FNHU
NOZ,Spichenkovo Airport,53.811401,86.877197,EU,RU,Novokuznetsk,Asia/Novokuznetsk,UNWW,UNWW
NPA,Naval Air Station Pensacola Forrest Sherman Field,30.352699,-87.318604,NA,US,Pensacola,America/Chicago,KNPA,KNPA
NPE,Hawke's Bay Airport,-39.465801,176.869995,OC,NZ,Napier,Pacific/Auckland,NZNR,NZNR
NPL,New Plymouth Airport,-39.00859832763672,174.1790008544922,OC,NZ,New Plymouth,Pacific/Auckland,NZNP,NZNP
NPO,Nanga Pinoh Airport,-0.34864,111.746155,AS,ID,Nanga Pinoh-Borneo Island,Asia/Pontianak,WIOG,WIOG
NQA,Millington-Memphis Airport,35.356701,-89.8703,NA,US,Millington,America/Chicago,KNQA,KNQA
NQI,Kingsville Naval Air Station,27.5072002411,-97.8097000122,NA,US,Kingsville,America/Chicago,KNQI,KNQI
NQN,Presidente Peron Airport,-38.949001,-68.155701,SA,AR,Neuquen,America/Argentina/Salta,SAZN,SAZN
NQX,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,NA,US,Key West,America/New_York,KNQX,KNQX
NQY,Cornwall Airport Newquay,50.440601,-4.99541,EU,GB,Newquay,Europe/London,EGHQ,EGHQ
NQZ,Nursultan Nazarbayev International Airport,51.027035,71.467094,AS,KZ,Astana,Asia/Almaty,UACC,UACC
NRA,Narrandera Airport,-34.7022018433,146.511993408,OC,AU,Narrandera,Australia/Sydney,YNAR,YNAR
NRB,Naval Station Mayport / Admiral David L McDonald Field,30.3911,-81.424698,NA,US,Jacksonville,America/New_York,KNRB,KNRB
NRK,Norrköping Airport,58.586299896240234,16.250600814819336,EU,SE,Norrköping,Europe/Stockholm,ESSP,ESSP
NRN,Weeze Airport,51.6024017334,6.14216995239,EU,DE,Weeze,Europe/Berlin,EDLV,EDLV
NRR,José Aponte de la Torre Airport,18.2453,-65.643402,NA,PR,Ceiba,America/Puerto_Rico,TJRV,TJRV
NRT,Narita International Airport,35.764702,140.386002,AS,JP,Narita,Asia/Tokyo,RJAA,RJAA
NSE,Whiting Field Naval Air Station - North,30.7241993,-87.02189636,NA,US,Milton,America/Chicago,KNSE,KNSE
NSH,Nowshahr Airport,36.664286,51.46273,AS,IR,Nowshahr,Asia/Tehran,OINN,OINN
NSI,Yaoundé Nsimalen International Airport,3.72256,11.5533,AF,CM,Yaoundé,Africa/Douala,FKYS,FKYS
